stop_id,route_id,driver_id,vehicle_id,hub,delivery_zone,delivery_note,customer_type,priority_level,signature_required,weather,stop_datetime_raw,scheduled_window_start_raw,scheduled_window_min,actual_delivery_time_raw,actual_arrival_min,packages_count,package_weight_lb_raw,package_weight_lb,distance_from_prev_mi,service_time_min,fuel_cost_usd,tip_usd,customer_claim_usd,cargo_temp_f,gps_accuracy_m,device_battery_pct,delivery_status,failure_reason,customer_satisfaction,internal_comment
S-00524,R-120,D-003,V-003,Fort-Collins,Campus,front_desk,Biz,standard,0,clear,07/11/2025 11:40 AM MST,07/11/2025 11:40 AM MST,109,2025-02-07 11:33:00,273,2,1.7,1.7,1.821,18.04,0.83,0.0,0.0,45.12,11.1,57.6,delivered,,87.39,
S-00525,R-107,D-032,V-008,Boulder ,Rural,mailroom,residential,same_day,0,clear,04-Jan-2025 12:55 MDT,04-Jan-2025 12:55 MDT,38,2025-02-08 13:00:00,360,2,2.46,2.46,11.562,6.73,3.32,5.31,0.0,40.07,10.1,56.0,delivered,,88.15,check
S-00526,R-109,D-016,V-035,Denver-West,Rural,mailroom,residential,standard,0,clear,2025/01/10 14:30:00,2025/01/10 14:30:00,136,2025-02-09 14:31:00,451,2,3.92,3.92,16.753,21.5,2.7,2.85,0.0,41.89,11.3,87.7,DELIVERED,,82.54,
S-00527,R-124,D-025,V-030,Denver-West,Suburban,side_entrance,residential,standard,0,snow,07/02/2025 03:35 PM,07/02/2025 03:35 PM,112,2025-02-10 15:45:00,525,2,8.98,8.98,2.536,11.26,1.28,0.0,0.0,58.48,14.3,78.8,delivered,,82.14,
S-00528,R-127,D-043,V-035,Denver-East,Suburban,front_desk,residential,standard,0,rain,2025-02-19 16:00 MST,2025-02-19 16:00 MST,133,2025-02-11 16:09:00,549,2,3.88,3.88,2.846,8.97,0.68,3.15,0.0,40.32,,71.9,delivered,,91.13,
S-00529,R-157,D-038,V-010,Denver-East,Suburban,leave_at_door,business,SAME_DAY,0,clear,2025-02-18 15:45 ,2025-02-18 15:45 ,30,2025-02-12 15:45:00,525,4,11.14,11.14,2.438,14.39,1.11,1.17,0.0,,8.0,80.3,delivered,,91.13,
S-00530,R-154,D-027,V-007,Denver-West,Industrial,leave_at_door,res,standard,1,snow,04-Oct-2025 07:05 MDT,04-Oct-2025 07:05 MDT,119,2025-02-13 07:08:00,8,1,3.23,3.23,3.143,15.59,1.75,0.0,0.0,32.35,12.0,85.6,rescheduled,,55.94,check
S-00531,R-127,D-032,V-040,Boulder,Downtown,leave_at_door,residential,STANDARD,0,wind,2024-11-06 11:30 MST,2024-11-06 11:30 MST,123,2025-02-14 11:22:00,262,2,6.82,6.82,2.463,9.35,1.19,0.0,0.0,50.77,12.6,60.4,delivered,,92.44,
S-00532,R-145,D-018,V-003,Denver-West,Suburban,mailroom,residential,expedited,0,clear,2025-12-30 16:30 MDT,2025-12-30 16:30 MDT,65,2025-02-15 16:39:00,579,1,7.87,7.87,4.934,11.52,1.82,,0.0,,5.6,62.0,delivered,,80.16,
S-00533,R-129,D-024,V-014,Denver-East,Downtown,front_desk,residential,standard,0,wind,2025/01/29 15:40:00 MDT,2025/01/29 15:40:00 MDT,128,2025-02-16 15:50:00,530,3,11.67,11.67,1.842,13.08,0.9,,0.0,53.05,13.7,75.1,delivered,,78.62,
S-00534,R-155,D-029,V-016,Denver-East,Industrial,leave_at_door,residential,expedited,0,clear,21-Jan-2025 12:50,21-Jan-2025 12:50,65,2025-02-17 12:50:00,350,3,3.86,3.86,3.605,11.88,1.79,1.0,0.0,43.98,,59.5,delivered ,,80.68,
S-00535,R-144,D-024,V-007,Colorado-Springs,Suburban,call_on_arrival,residential,standard,0,clear,11/04/2024 12:15 PM MDT,11/04/2024 12:15 PM MDT,106,2025-02-18 12:15:00,315,1,14.44,14.44,3.204,11.15,1.51,,0.0,66.7,18.6,82.8,failed,address_issue,61.91,
S-00536,R-158,D-024,V-035,Denver-East,Campus,call_on_arrival,res,standard,0,clear,07/24/2025 12:50 PM MST,07/24/2025 12:50 PM MST,131,2025-02-19 12:39:00,339,2,3.69,3.69,1.229,10.7,0.55,3.94,0.0,33.83,,70.6,DELIVERED,,81.48,
S-00537,R-104,D-042,V-023,Colorado-Springs,Rural,front_desk,business,standard,1,snow,2025/08/05 20:05:00,2025/08/05 20:05:00,122,2025-02-20 20:10:00,790,3,3.52,3.52,5.113,12.21,2.38,0.0,0.0,42.86,,53.7,delivered,,74.38,check
S-00538,R-113,D-026,V-018,Fort Collins,Downtown,mailroom,res,standard,0,clear,09/11/2025 02:35 PM MDT,09/11/2025 02:35 PM MDT,123,2025-02-21 14:27:00,447,1,6.27,6.27,0.839,14.54,0.63,7.76,0.0,47.52,5.6,45.4,delivered,,85.8,
S-00539,R-106,D-008,V-030,Denver-East,Suburban,side_entrance,business,standard,1,clear,19-Aug-2025 16:00,19-Aug-2025 16:00,119,2025-02-22 16:07:00,547,4,14.06,14.06,3.277,16.47,1.27,0.0,0.0,48.45,5.0,,failed,customer_not_home,63.2,
S-00540,R-142,D-043,V-014,Boulder,Suburban,leave_at_door,residential,expedited,0,fog,2025-03-10 16:30,2025-03-10 16:30,56,2025-02-23 16:40:00,580,4,7.63,7.63,1.864,13.48,1.04,0.0,0.0,42.27,7.7,42.4,FAILED,weather_delay,53.45,
S-00541,R-102,D-041,V-039,Denver-West,Suburban,mailroom,res,standard,0,clear,2025/11/12 08:30:00 MDT,2025/11/12 08:30:00 MDT,112,2025-02-24 08:38:00,98,2,2.22,2.22,4.324,14.02,2.06,0.0,0.0,32.65,,79.9,delivered,,88.32,
S-00542,R-116,D-004,V-022,Fort-Collins,Suburban,package_room_3F,business,standard,0,clear,07-May-2025 15:20 MST,07-May-2025 15:20 MST,117,2025-02-25 15:21:00,501,4,9.41,9.41,1.615,10.08,0.88,,0.0,40.06,12.9,49.0,delivered,,97.46,
S-00543,R-114,D-009,V-037,Colorado Springs,Downtown,leave_at_door,residential,standard,0,wind,2025-06-26 13:30 MDT,2025-06-26 13:30 MDT,103,2025-02-26 13:28:00,388,5,19.78,19.78,2.144,9.43,0.86,0.0,0.0,55.35,,52.5,delivered ,,84.14,
S-00544,R-114,D-005,V-036,Denver-East,Downtown,garage,residential,SAME_DAY,0,rain,2025-12-13 15:35 MDT ,2025-12-13 15:35 MDT ,47,2025-02-27 15:28:00,508,6,12.04,12.04,3.764,22.21,1.89,,0.0,49.48,8.4,57.7,failed,vehicle_issue,50.7,check
S-00545,R-153,D-038,V-014,Denver-East,Suburban,garage,residential,standard,0,clear,11/27/2025 09:50 AM MDT,11/27/2025 09:50 AM MDT,122,2025-02-28 09:59:00,179,2,13.42,13.42,3.36,11.85,1.44,4.95,0.0,42.95,10.1,63.2,delivered,,83.08,
S-00546,R-122,D-056,V-015,Denver-West,Industrial,mailroom,Biz,expedited,1,snow,2025/10/24 17:05:00,2025/10/24 17:05:00,67,2025-03-01 17:21:00,621,1,5.1,5.1,1.523,14.86,0.95,0.0,0.0,48.36,22.7,47.3,delivered,,85.85,
S-00547,R-151,D-050,V-010,Denver-East,Downtown,call_on_arrival,residential,standard,1,clear,2025-09-12 19:50 MST,2025-09-12 19:50 MST,116,2025-03-02 19:43:00,763,1,6.42,6.42,3.11,8.5,1.26,3.47,0.0,44.88,7.2,26.7,delivered,,82.32,
S-00548,R-101,D-058,V-039,Dnvr-East,Downtown,rear_loading_dock,residential ,expedited,0,clear,12/05/2025 10:10 AM,12/05/2025 10:10 AM,48,2025-03-03 10:01:00,181,3,5.48,5.48,2.106,7.29,1.11,0.0,0.0,42.18,,59.2,delivered,vehicle_issue,86.42,
S-00549,R-109,D-018,V-010,Boulder,Campus,hand_to_security,business,standard,1,rain,27-Jun-2025 16:15 MST,27-Jun-2025 16:15 MST,105,2025-03-04 16:25:00,565,5,14.18,14.18,1.998,20.27,1.11,1.59,0.0,50.84,18.6,,delivered,,87.15,
S-00550,R-152,D-035,V-017,Denver East,Suburban,mailroom,residential,expedited,0,clear,01-Mar-2025 14:20 MST,01-Mar-2025 14:20 MST,45,2025-03-05 14:14:00,434,1,17.64,17.64,3.086,4.5,1.54,0.0,0.0,43.98,17.1,25.3,delivered,,79.21,
S-00551,R-143,D-012,V-008,Colorado-Springs,Industrial,mailroom,residential,standard,0,clear,18-Apr-2025 11:55 MST,18-Apr-2025 11:55 MST,116,2025-03-06 12:01:00,301,2,3.49,3.49,4.632,13.42,1.77,,0.0,41.54,11.7,100.0,Delivered,,75.71,
S-00552,R-109,D-056,V-002,Denver-East,Downtown,leave_at_door,res,standard,0,clear,2025/11/08 10:10:00 MST,2025/11/08 10:10:00 MST,138,2025-03-07 10:07:00,187,1,4.06,4.06,2.484,2.88,1.05,,0.0,45.24,9.0,68.9,delivered,,87.9,
S-00553,R-151,D-001,V-023,Fort-Collins,Suburban,call_on_arrival,residential,standard,1,clear,02/01/2025 10:20 AM,02/01/2025 10:20 AM,125,2025-03-08 10:10:00,190,3,8.08,8.08,3.602,18.47,1.73,3.16,0.0,37.12,6.2,46.8,delivered,,97.98,
S-00554,R-138,D-051,V-016,Fort-Collins,Rural,garage,Residential,standard,0,clear,06/28/2025 06:05 PM,06/28/2025 06:05 PM,123,2025-03-09 17:53:00,653,1,10.44,10.44,3.581,9.73,1.51,3.59,0.0,55.22,8.1,49.0,delivered,,89.91,
S-00555,R-112,D-021,V-002,Colorado-Springs,Suburban,side_entrance,residential,expedited,0,clear,2025-12-19 12:20,2025-12-19 12:20,49,2025-03-10 12:20:00,320,3,11.98,11.98,8.502,12.15,2.74,0.0,0.0,53.99,12.6,29.5,rescheduled,,75.86,
S-00556,R-109,D-017,V-004,Colorado-Springs,Suburban,leave_at_door,business,expedited,1,clear,2025-04-07 14:40,2025-04-07 14:40,66,2025-03-11 14:34:00,454,2,3.44,3.44,8.805,19.14,3.74,0.0,0.0,40.7,7.5,45.8,failed,,68.55,
S-00557,R-134,D-048,V-027,Denver-East,Downtown,locker_pickup,business,expedited,1,clear,2025/09/23 11:30:00 MST ,2025/09/23 11:30:00 MST ,67,2025-03-12 11:28:00,268,6,4.18,4.18,2.555,13.3,0.75,1.6,0.0,46.02,13.5,58.2,faild,package_damaged,66.45,
S-00558,R-131,D-008,V-005,Boulder,Downtown,front_desk,residential,standard,1,clear,10-Dec-2024 14:55 MST,10-Dec-2024 14:55 MST,107,2025-03-13 14:56:00,476,1,10.63,10.63,2.944,10.77,1.4,1.36,0.0,45.7,3.1,47.2,delivered,,88.98,
S-00559,R-133,D-029,V-024,Fort-Collins,Rural,mailroom,residential,expedite,0,wind,2025-04-18 19:55 MDT,2025-04-18 19:55 MDT,63,2025-03-14 19:50:00,770,2,1.65,1.65,8.469,7.64,2.57,,0.0,34.56,,81.0,Failed,customer_not_home,71.91,
S-00560,R-129,D-038,V-007,Denver-West,Industrial,side_entrance,residential,expedited,0,clear,21-Jul-2025 15:40,21-Jul-2025 15:40,64,2025-03-15 15:50:00,530,5,5.07,5.07,4.064,9.76,2.13,0.0,0.0,,10.4,100.0,delivered ,,84.84,
S-00561,R-140,D-033,V-015,Denver-East,Suburban,mailroom,residential,expedited,0,clear,2025/11/06 15:50:00 MST,2025/11/06 15:50:00 MST,51,2025-03-16 15:48:00,528,2,6.24,6.24,3.625,5.94,1.87,0.0,118.12,56.75,14.5,43.4,failed,,49.15,
S-00562,R-120,D-003,V-034,Denver East,Suburban,front_desk,res,standard,0,rain,2024/12/22 15:00:00 MST,2024/12/22 15:00:00 MST,100,2025-03-17 15:03:00,483,2,6.35,6.35,6.532,8.2,1.33,4.01,0.0,53.34,6.4,56.0,delivered,,82.2,
S-00563,R-104,D-030,V-002,Denver-East,Suburban,side_entrance,residential,expedited,0,clear,2025-12-17 15:30,2025-12-17 15:30,49,2025-03-18 15:21:00,501,2,8.20,8.2,2.308,9.03,0.95,0.0,0.0,,7.5,59.6,failed,vehicle_issue,78.2,
S-00564,R-128,D-031,V-026,Colorado-Springs,Suburban,mailroom,residential,standard,0,clear,01/28/2025 11:10 AM MDT,01/28/2025 11:10 AM MDT,120,2025-03-19 11:06:00,246,1,1.08,1.08,5.893,17.91,1.89,,0.0,54.14,12.5,63.8,delivered,,73.75,
S-00565,R-132,D-044,V-007,Denver-East,Industrial,front_desk,business,expedited,0,clear,29-Jan-2025 07:55 MDT,29-Jan-2025 07:55 MDT,53,2025-03-20 08:00:00,60,5,11.77,11.77,4.881,12.62,2.6,3.21,0.0,,5.9,55.4,delivered,,90.29,
S-00566,R-105,D-046,V-029,Denver-West,Campus,mailroom,residential,standard,0,rain,2025-07-21 12:30,2025-07-21 12:30,131,2025-03-21 12:16:00,316,2,3.29,3.29,1.907,6.84,0.65,,0.0,55.51,8.4,,delivered,,78.61,
S-00567,R-121,D-058,V-006,Denver-East,Downtown,call_on_arrival,residential,expedited,0,rain,29-May-2025 07:35,29-May-2025 07:35,85,2025-03-22 07:40:00,40,4,26.26,26.26,2.774,9.65,1.51,0.0,0.0,,,24.5,delivered,,92.36,
S-00568,R-105,D-039,V-010,Boulder ,Industrial,side_entrance,residential,expedite,0,clear,2025-01-21 12:05 MDT,2025-01-21 12:05 MDT,62,2025-03-23 11:57:00,297,4,3.44,3.44,2.512,11.72,1.08,11.67,0.0,43.51,5.3,35.8,delivered,,88.91,
S-00569,R-140,D-009,V-018,Boulder ,Rural,garage,residential,expedited,0,wind,01/05/2025 03:50 PM MST,01/05/2025 03:50 PM MST,51,2025-03-24 16:07:00,547,5,11.05,11.05,19.98,14.61,6.44,0.0,0.0,49.79,7.7,70.1,delivered,,87.14,check
S-00570,R-136,D-041,V-038,Denver-East,Campus,call_on_arrival,business,Expedited,1,clear,2025/11/24 11:15:00 MDT,2025/11/24 11:15:00 MDT,64,2025-03-25 11:14:00,254,2,9.64,9.64,2.81,13.73,1.17,,0.0,44.77,4.6,87.3,failed,,60.9,
S-00571,R-125,D-046,V-021,Denver-East,Downtown,leave_at_door,residential,expedited,0,rain,2025-01-20 14:30 MDT,2025-01-20 14:30 MDT,48,07/32/2025 10:10 PM,453,3,6.52,6.52,6.05,10.13,2.04,3.82,0.0,34.08,7.8,49.9,failed,address_issue,51.78,
S-00572,R-119,D-039,V-034,Denver-West,Campus,leave_at_door,residential,standard,0,wind,19-Oct-2025 08:55 MST,19-Oct-2025 08:55 MST,91,2025-03-27 08:50:00,110,1,3.2,3.2,2.295,6.55,0.75,,0.0,66.89,13.6,50.7,delivered,,85.93,
S-00573,R-139,D-030,V-033,Boulder,Downtown,mailroom,residential,standard,0,rain,01/19/2025 12:20 PM,01/19/2025 12:20 PM,127,2025-03-28 12:28:00,328,1,6.93,6.93,3.493,5.61,1.41,2.22,0.0,49.47,450.0,67.4,rescheduled,,70.09,
S-00574,R-151,D-028,V-007,Fort-Collins,Suburban,leave_at_door,business,expedited,1,clear,2025/07/07 09:30:00 MST,2025/07/07 09:30:00 MST,46,2025-03-29 09:36:00,156,4,4.58,4.58,4.199,17.77,2.04,0.0,0.0,35.82,,53.1,delivered,,86.21,
S-00575,R-155,D-045,V-008,Fort Collins,Suburban,leave_at_door,business ,standard,0,clear,07/28/2025 12:30 PM ,07/28/2025 12:30 PM ,122,2025-03-30 12:26:00,326,2,8.48,8.48,1.596,9.52,0.62,0.0,0.0,51.27,16.0,67.8,delivered,,89.43,
S-00576,R-147,D-042,V-036,Denver-West,Campus,mailroom,residential,same_day,0,snow,2024/11/16 10:10:00,2024/11/16 10:10:00,30,2025-03-31 10:01:00,181,2,2.77,2.77,2.611,11.81,1.72,0.0,0.0,46.98,,67.3,delivered,,80.2,
S-00577,R-128,D-056,V-014,Colorado-Springs,Downtown,mailroom,residential,standard,0,clear,01/17/2025 01:20 PM,01/17/2025 01:20 PM,141,2025-04-01 13:19:00,379,2,6.31,6.31,1.001,8.48,0.51,0.0,0.0,31.25,6.0,61.1,Delivered,,82.42,
S-00578,R-127,D-029,V-015,Fort-Collins,Downtown,garage,residential,standard,1,clear,2025-08-29 17:45,2025-08-29 17:45,126,2025-04-02 17:37:00,637,1,5.88,5.88,1.39,7.16,0.96,,0.0,52.36,9.0,,Delivered,,77.33,
S-00579,R-126,D-022,V-030,Denver-West,Industrial,front_desk,business,standard,0,wind,05/03/2025 02:15 PM,05/03/2025 02:15 PM,126,2025-04-03 14:13:00,433,2,5.32,5.32,1.904,12.04,1.16,2.84,0.0,34.07,14.6,,delivered,,90.03,
S-00580,R-121,D-027,V-007,Denver-West,Rural,building_super,Biz,standard,1,clear,11/30/2025 04:45 PM MST,11/30/2025 04:45 PM MST,127,2025-04-04 16:41:00,581,3,4.1,4.1,5.792,16.48,2.98,0.0,0.0,,5.1,51.0,failed ,customer_not_home,65.76,
S-00581,R-143,D-028,V-021,Boulder ,Rural,locker_pickup,Residential,standard,0,snow,27-Sep-2025 09:45 MDT ,27-Sep-2025 09:45 MDT ,97,2025-04-05 09:58:00,178,1,4.27,4.27,4.974,16.78,2.02,0.0,118.12,47.32,19.6,69.2,failed,weather_delay,59.45,
S-00582,R-110,D-017,V-024,Colorado-Springs,Downtown,call_on_arrival,Biz,standard,1,clear,2025-02-21 11:15 MDT,2025-02-21 11:15 MDT,121,2025-04-06 11:07:00,247,4,2.96,2.96,6.626,315.0,2.12,6.72,0.0,42.75,5.2,59.7,delivered,,83.04,
S-00583,R-105,D-044,V-031,Denver East,Industrial,leave_at_door,residential,standard,0,rain,11-Jun-2025 09:45,11-Jun-2025 09:45,127,2025-04-07 09:46:00,166,1,10.76,10.76,5.525,15.16,2.42,,0.0,42.03,14.0,71.9,delivered,,81.17,
S-00584,R-106,D-006,V-006,Boulder,Campus,front_desk,business,expedited,1,clear,2025-09-26 12:40,2025-09-26 12:40,51,2025-04-08 12:38:00,338,2,9.1,9.1,2.937,16.09,1.46,,0.0,59.85,5.6,,delivered,,98.08,
S-00585,R-148,D-028,V-007,Boulder,Industrial,side_entrance,residential,standard,0,snow,06/09/2025 02:40 PM MDT ,06/09/2025 02:40 PM MDT ,113,2025-04-09 14:37:00,457,2,5.89,5.89,3.336,12.88,1.68,2.07,0.0,50.17,19.2,86.0,rescheduled,,66.91,
S-00586,R-152,D-048,V-024,Denver-West,Suburban,call_on_arrival,residential,same_day,1,fog,2025/04/14 18:00:00 ,2025/04/14 18:00:00 ,55,2025-04-10 18:06:00,666,3,12.17,12.17,6.027,16.47,2.06,,0.0,50.14,6.0,79.0,failed,address_issue,57.07,
S-00587,R-104,D-009,V-036,Denver-West,Rural,mailroom,residential,standard,0,rain,2025-03-26 14:05 MST ,2025-03-26 14:05 MST ,122,2025-04-11 14:10:00,430,4,11.33,11.33,6.349,7.85,3.08,5.06,0.0,35.87,8.9,57.0,delivered,,79.96,
S-00588,R-136,D-038,V-036,Boulder ,Suburban,call_on_arrival,residential,expedited,0,wind,2025-02-10 15:20,2025-02-10 15:20,66,2025-04-12 20:42:00,822,1,3.58,3.58,1.7309145786578632,20.04,2.59,,0.0,45.82,420.3,30.3,delivered,,93.28,
S-00589,R-127,D-022,V-008,Fort-Collins,Industrial,side_entrance,business,standard,0,rain,2025/07/12 17:30:00,2025/07/12 17:30:00,107,2025-04-13 17:33:00,633,1,4.12,4.12,2.808,13.03,1.56,,0.0,40.91,30.7,52.5,delivered,,78.36,
S-00590,R-156,D-023,V-028,Boulder,Rural,garage,residential,standard,1,clear,10/15/2025 02:10 PM MDT,10/15/2025 02:10 PM MDT,111,2025-04-14 14:06:00,426,2,3.47,3.47,4.961,27.22,1.11,0.0,0.0,50.59,,50.0,delivered,,79.75,
S-00591,R-119,D-059,V-004,Boulder,Suburban,mailroom,residential,standard,0,clear,2025/03/30 19:35:00 MDT,2025/03/30 19:35:00 MDT,107,2025-04-15 19:38:00,758,4,5.85,5.85,1.602,10.79,1.2,,0.0,40.71,9.9,63.7,delivered,,84.24,
S-00592,R-123,D-039,V-020,Denver-West,Downtown,mailroom,residential,standard,0,rain,2025/06/25 16:40:00 MST,2025/06/25 16:40:00 MST,120,2025-04-16 16:41:00,581,4,5.46,5.46,1.133,8.43,0.72,0.0,0.0,39.66,3.0,70.5,delivered,,88.98,
S-00593,R-133,D-007,V-037,Denver-East,Rural,front_desk,residential,standard,1,clear,2024-11-07 15:35 MST,2024-11-07 15:35 MST,117,2025-04-17 15:32:00,512,3,10.75,10.75,5.873,12.21,1.94,,0.0,48.93,17.5,74.7,failed,dog_on_premises,54.02,
S-00594,R-143,D-014,V-010,Denver-East,Rural,garage,business,standard,0,rain,2024/12/29 17:05:00,2024/12/29 17:05:00,133,2025-04-18 17:05:00,605,4,11.21,11.21,4.159,11.34,1.65,0.0,0.0,,6.0,66.7,delivered,,87.5,
S-00595,R-155,D-031,V-015,Denver East,Downtown,leave_at_door,residential,standard,1,wind,22-Apr-2025 13:10,22-Apr-2025 13:10,108,2025-04-19 13:17:00,377,1,3.24,3.24,1.505,17.39,0.96,0.0,0.0,54.5,7.6,65.1,delivered,,69.22,
S-00596,R-155,D-007,V-023,Fort-Collins,Rural,package_room_3F,Business,same_day,0,clear,12/21/2025 04:10 PM MST ,12/21/2025 04:10 PM MST ,48,2025-04-20 16:16:00,556,1,1.44,1.44,9.429,18.88,2.83,,0.0,49.53,7.6,47.3,delivered,,84.96,
S-00597,R-108,D-036,V-024,Boulder,Suburban,side_entrance,residential,standard,0,clear,10-Dec-2024 17:10 MST,10-Dec-2024 17:10 MST,142,2025-04-21 17:15:00,615,1,6.42,6.42,5.085,7.13,1.73,4.02,0.0,34.25,8.7,40.4,delivered,,84.96,
S-00598,R-137,D-049,V-018,Denver-East,Industrial,front_desk,residential,standard,0,snow,10/30/2025 02:35 PM,10/30/2025 02:35 PM,123,2025-04-22 14:38:00,458,1,0.52,0.52,3.845,16.68,1.62,0.0,0.0,32.01,3.5,29.7,delivered,,81.1,
S-00599,R-155,D-015,V-028,Boulder,Suburban,side_entrance,business ,same_day,0,clear,12/08/2024 12:55 PM MDT,12/08/2024 12:55 PM MDT,67,2025-04-23 12:49:00,349,3,10.75,10.75,5.335,12.67,1.35,,0.0,55.39,14.0,94.9,delivered,,98.13,
S-00600,R-140,D-036,V-040,Denver-East,Suburban,package_room_3F,business,same_day,0,clear,01-Feb-2025 15:15 MST,01-Feb-2025 15:15 MST,30,2025-04-24 15:13:00,493,2,2.93,2.93,7.338,8.77,2.3,0.0,0.0,45.91,3.3,52.6,Failed,vehicle_issue,62.2,
S-00601,R-102,D-044,V-036,Denver-West,Rural,mailroom,business,SAME_DAY,0,clear,2025/09/28 16:55:00 MDT,2025/09/28 16:55:00 MDT,62,2025-04-25 17:03:00,603,4,0.96,0.96,18.322,18.71,7.67,3.79,0.0,49.08,14.9,84.2,rescheduled,,64.15,
S-00602,R-102,D-039,V-018,Denver-East ,Suburban,call_on_arrival,residential,standard,0,clear,2025/02/01 14:30:00,2025/02/01 14:30:00,113,2025-04-26 14:29:00,449,2,3.64,3.64,3.364,3.56,1.29,0.0,0.0,29.45,13.4,61.2,DELIVERED,,85.24,
S-00603,R-145,D-012,V-018,Denver-West,Suburban,front_desk,Biz,standard,0,wind,2025-08-18 11:35 MST,2025-08-18 11:35 MST,120,2025-04-27 11:32:00,272,1,4.95,4.95,5.974,11.7,2.27,,0.0,44.91,13.2,38.0,Delivered,,77.33,
S-00604,R-159,D-049,V-020,Denver-East,Downtown,mailroom,business,expedited,0,snow,2025/07/07 09:00:00,2025/07/07 09:00:00,62,2025-04-28 09:20:00,140,4,5.52,5.52,7.121,13.49,2.92,0.0,0.0,35.76,10.1,,rescheduled,,74.49,
S-00605,R-101,D-022,V-023,Fort-Collins,Rural,mailroom,Residential,expedited,0,clear,2025/07/04 15:10:00,2025/07/04 15:10:00,50,2025-04-29 15:13:00,493,2,5.12,5.12,8.613,18.11,2.7,0.0,0.0,47.73,13.5,47.4,delivered,,79.55,
S-00606,R-137,D-012,V-010,Fort-Collins,Downtown,garage,residential,standard,0,clear,08/12/2025 04:20 PM MDT,08/12/2025 04:20 PM MDT,128,2025-04-30 16:26:00,566,3,10.74,10.74,2.628,8.05,0.99,,0.0,55.34,9.2,67.4,failed,address_issue,70.03,
S-00607,R-105,D-043,V-026,Colorado-Springs,Campus,mailroom,residential ,same_day,0,wind,2025-10-07 12:20 MST,2025-10-07 12:20 MST,30,2025-05-01 12:21:00,321,7,3.91,3.91,2.852,18.12,1.11,0.0,118.12,41.73,6.9,49.5,failed,vehicle_issue,62.88,
S-00608,R-106,D-010,V-002,Boulder ,Suburban,leave_at_door,business,standard,0,snow,11-May-2025 07:00 MST,11-May-2025 07:00 MST,119,2025-05-02 07:04:00,4,1,2.71,2.71,1.382,17.46,0.83,2.91,0.0,36.71,13.5,73.4,rescheduled,,63.59,
S-00609,R-114,D-048,V-034,Denver-East,Suburban,garage,business ,standard,1,clear,2025/08/19 14:55:00 MST,2025/08/19 14:55:00 MST,116,2025-05-03 14:57:00,477,0,2.67,2.67,-2.603,15.24,0.86,0.0,0.0,66.77,,30.2,delivered,,74.03,
S-00610,R-130,D-025,V-027,Dnvr-East,Campus,garage,residential,standard,1,clear,15-Oct-2025 10:50 MST,15-Oct-2025 10:50 MST,122,2025-05-04 10:50:00,230,1,13.02,13.02,2.137,21.92,0.6,0.0,0.0,40.05,12.1,89.6,delivered,,89.41,
S-00611,R-124,D-022,V-011,Denver-West,Rural,leave_at_door,residential,same_day,0,clear,28-Dec-2025 09:15,28-Dec-2025 09:15,42,2025-05-05 09:27:00,147,2,3.07,3.07,3.998,9.85,1.35,0.0,0.0,55.32,6.3,55.5,failed,,47.65,
S-00612,R-150,D-020,V-021,Denver-West,Suburban,leave_at_door,Residential,expedited,0,clear,2025-06-22 14:00 MST ,2025-06-22 14:00 MST ,67,2025-05-06 13:52:00,412,2,16.61,16.61,3.136,26.11,1.61,7.16,0.0,38.32,9.3,73.2,delivered,,82.89,
S-00613,R-106,D-037,V-039,Denver-East,Suburban,side_entrance,business,standard,1,rain,07/05/2025 03:30 PM,07/05/2025 03:30 PM,115,2025-05-07 15:31:00,511,4,19.55,19.55,1.591,16.86,1.04,0.0,0.0,43.4,13.1,62.0,Delivered,,78.16,
S-00614,R-110,D-057,V-004,Fort-Collins,Suburban,front_desk,business,standard,1,clear,20-Nov-2024 09:35,20-Nov-2024 09:35,104,2025-05-08 09:37:00,157,2,5.38,5.38,5.347,16.19,2.36,,0.0,46.7,11.4,56.5,delivered,,81.42,
S-00615,R-104,D-011,V-040,Colorado-Springs,Downtown,side_entrance,residential,standard,1,rain,2025/03/04 12:05:00 MDT,2025/03/04 12:05:00 MDT,120,2025-05-09 12:13:00,313,3,7.41,7.41,3.548,15.78,1.63,0.0,0.0,55.44,7.7,100.0,failed,customer_not_home,52.38,
S-00616,R-118,D-044,V-006,Denver-East,Downtown,front_desk,business,STANDARD,0,clear,03-Nov-2025 17:00 MDT,03-Nov-2025 17:00 MDT,108,2025-05-10 17:04:00,604,4,10.62,10.62,1.768,10.15,1.24,,0.0,52.48,5.6,91.3,delivered,,90.27,
S-00617,R-132,D-029,V-028,Denver-East,Downtown,side_entrance,residential,standard,1,rain,07/17/2025 09:55 AM,07/17/2025 09:55 AM,111,2025-05-11 10:03:00,183,1,4.31,4.31,2.407,11.72,0.77,,0.0,49.6,5.8,70.3,delivered,,82.62,
S-00618,R-127,D-039,V-029,Boulder ,Rural,leave_at_door,business,standard,1,clear,2025-03-06 18:20,2025-03-06 18:20,123,2025-05-12 18:21:00,681,2,2.48,2.48,7.6,16.3,1.78,0.0,0.0,46.44,9.7,35.5,delivered,,84.43,
S-00619,R-149,D-018,V-014,Fort-Collins,Suburban,front_desk,business,standard,1,clear,06/19/2025 02:55 PM MST,06/19/2025 02:55 PM MST,125,2025-05-13 15:00:00,480,1,6.41,6.41,5.336,21.16,1.64,0.0,118.12,42.36,9.1,76.5,failed,,60.54,
